XCOORD.,YCOORD.,EST,TWL,DUR
53,94,0,16000,0
92,92,0,16000,0
44,56,0,16000,0
30,75,207,1533,36
75,86,181,885,29
42,68,397,464,26
37,33,366,463,36
84,55,257,128,26
83,97,113,999,31
65,41,431,268,25
9,54,283,1498,38
38,14,396,473,29
71,96,178,464,26
27,7,204,1514,20
30,58,414,635,36
15,2,397,1066,32
30,75,364,825,29
78,38,437,180,26
75,86,394,1381,37
27,7,347,1101,31
59,63,562,172,36
10,42,271,227,30
76,70,295,532,28
30,75,539,1312,37
76,22,578,1079,39
50,71,534,559,36
66,17,670,531,20
89,40,491,1252,24
56,32,527,843,37
38,14,571,143,21
10,42,475,1381,23
59,63,690,391,39
8,96,562,1599,27
8,96,734,799,32
21,72,516,1050,35
66,17,733,562,26
10,84,653,1454,26
84,55,759,488,25
42,23,514,101,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,39.0,38.0,35.0,22.0,39.0,117.0,39.0,30.0,53.0,56.0,98.0,20.0,109.0,52.0,121.0,35.0,56.0,22.0,109.0,31.0,135.0,28.0,35.0,88.0,31.0,78.0,61.0,62.0,98.0,135.0,31.0,45.0,45.0,38.0,78.0,43.0,39.0,107.0
39.0,0.0,48.0,74.0,17.0,50.0,127.0,49.0,9.0,63.0,95.0,108.0,21.0,119.0,91.0,131.0,74.0,66.0,17.0,119.0,41.0,145.0,38.0,74.0,98.0,42.0,88.0,71.0,72.0,108.0,145.0,41.0,84.0,84.0,77.0,88.0,82.0,49.0,117.0
38.0,48.0,0.0,67.0,31.0,12.0,95.0,40.0,41.0,31.0,88.0,76.0,40.0,87.0,84.0,99.0,67.0,34.0,31.0,87.0,15.0,113.0,32.0,67.0,66.0,15.0,56.0,45.0,40.0,76.0,113.0,15.0,77.0,77.0,70.0,56.0,75.0,40.0,85.0
35.0,74.0,67.0,0.0,57.0,68.0,146.0,68.0,65.0,82.0,21.0,127.0,55.0,138.0,17.0,150.0,0.0,85.0,57.0,138.0,60.0,164.0,58.0,0.0,117.0,60.0,107.0,90.0,91.0,127.0,164.0,60.0,22.0,22.0,9.0,107.0,20.0,68.0,136.0
22.0,17.0,31.0,57.0,0.0,33.0,110.0,32.0,11.0,46.0,78.0,91.0,10.0,102.0,74.0,114.0,57.0,49.0,0.0,102.0,24.0,128.0,21.0,57.0,81.0,25.0,71.0,54.0,55.0,91.0,128.0,24.0,67.0,67.0,60.0,71.0,65.0,32.0,100.0
39.0,50.0,12.0,68.0,33.0,0.0,97.0,42.0,42.0,33.0,89.0,78.0,41.0,89.0,85.0,101.0,68.0,36.0,33.0,89.0,17.0,115.0,34.0,68.0,68.0,8.0,58.0,47.0,42.0,78.0,115.0,17.0,78.0,78.0,71.0,58.0,76.0,42.0,87.0
