XCOORD.,YCOORD.,EST,TWL,DUR
10,94,0,16000,0
11,60,0,16000,0
44,56,0,16000,0
77,2,200,1582,21
42,60,330,1152,26
20,93,199,1110,24
88,29,91,742,37
66,17,379,255,21
65,78,102,125,39
20,18,340,1298,27
94,83,414,964,36
52,55,209,1173,20
83,97,483,930,25
56,32,299,1099,28
18,35,187,1450,35
84,55,435,1182,22
71,96,495,1077,34
22,61,371,1258,32
71,96,255,152,39
31,42,591,615,32
8,96,565,143,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,34.0,75.0,129.0,76.0,10.0,102.0,115.0,55.0,162.0,84.0,76.0,73.0,99.0,164.0,76.0,63.0,33.0,63.0,163.0,2.0
34.0,0.0,82.0,136.0,83.0,33.0,109.0,122.0,62.0,169.0,91.0,83.0,80.0,106.0,171.0,83.0,70.0,11.0,70.0,170.0,36.0
75.0,82.0,0.0,70.0,4.0,65.0,48.0,56.0,22.0,103.0,50.0,8.0,41.0,40.0,105.0,40.0,40.0,81.0,40.0,104.0,77.0
