XCOORD.,YCOORD.,EST,TWL,DUR
90,37,0,16000,0
94,71,0,16000,0
92,92,0,16000,0
27,7,310,1031,29
65,41,144,295,25
78,38,327,1138,31
39,97,78,179,29
8,18,405,1014,34
39,2,384,1208,31
76,58,329,393,29
21,53,277,161,32
66,17,460,1409,35
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0.0,39.0,72.0,77.0,25.0,12.0,70.0,105.0,65.0,26.0,113.0,46.0
39.0,0.0,56.0,86.0,30.0,33.0,55.0,114.0,74.0,18.0,98.0,55.0
72.0,56.0,0.0,119.0,63.0,66.0,53.0,147.0,107.0,46.0,96.0,88.0
77.0,86.0,119.0,0.0,56.0,65.0,117.0,53.0,12.0,73.0,160.0,39.0
25.0,30.0,63.0,56.0,0.0,13.0,61.0,84.0,44.0,17.0,104.0,25.0
12.0,33.0,66.0,65.0,13.0,0.0,64.0,93.0,53.0,20.0,107.0,34.0
70.0,55.0,53.0,117.0,61.0,64.0,0.0,145.0,105.0,44.0,44.0,86.0
105.0,114.0,147.0,53.0,84.0,93.0,145.0,0.0,51.0,101.0,188.0,67.0
65.0,74.0,107.0,12.0,44.0,53.0,105.0,51.0,0.0,61.0,148.0,27.0
26.0,18.0,46.0,73.0,17.0,20.0,44.0,101.0,61.0,0.0,87.0,42.0
113.0,98.0,96.0,160.0,104.0,107.0,44.0,188.0,148.0,87.0,0.0,129.0
46.0,55.0,88.0,39.0,25.0,34.0,86.0,67.0,27.0,42.0,129.0,0.0
