XCOORD.,YCOORD.,EST,TWL,DUR
94,71,0,16000,0
11,60,0,16000,0
92,92,0,16000,0
76,22,241,268,35
89,40,243,329,23
68,65,357,1335,29
56,32,341,705,24
18,35,338,336,24
88,29,306,787,25
15,2,216,1543,25
53,7,197,1550,35
42,23,127,820,33
10,84,474,623,36
89,40,327,1261,38
83,97,500,151,39
86,68,506,798,34
42,68,243,1548,30
21,72,519,1420,29
21,72,535,1441,37
52,55,542,1325,24
83,97,326,135,32
56,32,621,262,21
92,16,342,353,38
21,72,545,144,28
53,7,376,1453,28
76,22,504,567,26
10,42,636,1315,34
37,33,419,545,34
8,18,485,1203,36
27,28,610,213,34
20,18,435,1344,22
30,58,528,1486,31
45,85,508,997,27
97,72,570,1077,36
94,83,535,198,26
29,89,574,144,24
42,23,615,746,22
92,16,702,1049,34
94,83,585,1371,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,91.0,56.0,65.0,38.0,26.0,39.0,104.0,42.0,98.0,64.0,84.0,84.0,38.0,49.0,8.0,52.0,79.0,79.0,42.0,49.0,39.0,82.0,79.0,64.0,65.0,112.0,94.0,114.0,95.0,102.0,93.0,49.0,3.0,58.0,65.0,84.0,82.0,58.0
91.0,0.0,89.0,132.0,105.0,73.0,106.0,171.0,109.0,165.0,131.0,151.0,31.0,105.0,80.0,83.0,83.0,12.0,12.0,83.0,80.0,106.0,149.0,12.0,131.0,132.0,179.0,161.0,181.0,162.0,169.0,19.0,43.0,94.0,91.0,29.0,151.0,149.0,91.0
56.0,89.0,0.0,98.0,71.0,39.0,72.0,137.0,75.0,131.0,97.0,117.0,82.0,71.0,9.0,48.0,50.0,77.0,77.0,49.0,9.0,72.0,115.0,77.0,97.0,98.0,145.0,127.0,147.0,128.0,135.0,91.0,47.0,59.0,9.0,63.0,117.0,115.0,9.0
65.0,132.0,98.0,0.0,55.0,59.0,26.0,67.0,58.0,61.0,23.0,47.0,125.0,55.0,91.0,62.0,68.0,120.0,120.0,58.0,91.0,26.0,33.0,120.0,23.0,0.0,75.0,57.0,77.0,58.0,65.0,134.0,90.0,66.0,100.0,106.0,47.0,33.0,100.0
38.0,105.0,71.0,55.0,0.0,32.0,33.0,94.0,11.0,88.0,54.0,74.0,98.0,0.0,64.0,35.0,47.0,93.0,93.0,37.0,64.0,33.0,72.0,93.0,54.0,55.0,102.0,84.0,104.0,85.0,92.0,107.0,63.0,39.0,73.0,79.0,74.0,72.0,73.0
26.0,73.0,39.0,59.0,32.0,0.0,33.0,98.0,36.0,92.0,58.0,78.0,66.0,32.0,32.0,18.0,26.0,61.0,61.0,16.0,32.0,33.0,76.0,61.0,58.0,59.0,106.0,88.0,108.0,89.0,96.0,75.0,31.0,29.0,41.0,47.0,78.0,76.0,41.0
