XCOORD.,YCOORD.,EST,TWL,DUR
53,94,0,16000,0
11,60,0,16000,0
10,94,0,16000,0
76,22,399,395,34
8,96,98,295,30
12,66,56,1473,22
15,2,124,269,28
42,68,185,1327,35
42,23,261,1160,28
12,66,338,183,36
39,2,251,813,38
30,75,261,1494,39
66,17,471,558,20
15,2,199,995,26
76,22,475,768,28
86,68,384,1514,30
37,33,509,1037,26
56,32,198,359,20
37,33,268,1146,22
51,92,593,457,37
31,42,254,426,23
38,14,392,1501,37
92,16,334,169,36
94,83,320,1577,38
7,32,318,1077,20
71,96,438,303,29
86,68,427,1427,32
27,28,681,888,31
56,32,366,1213,30
21,53,524,303,36
45,85,617,1137,23
45,85,751,1558,38
86,68,718,1149,26
65,41,620,897,21
50,71,720,385,39
77,2,611,1498,22
94,83,635,606,28
12,66,602,357,36
59,63,479,1573,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,50.0,43.0,88.0,45.0,45.0,121.0,39.0,107.0,45.0,97.0,35.0,78.0,121.0,88.0,38.0,117.0,62.0,117.0,2.0,126.0,98.0,105.0,41.0,138.0,20.0,38.0,118.0,62.0,57.0,9.0,9.0,38.0,53.0,31.0,92.0,41.0,45.0,31.0
50.0,0.0,34.0,132.0,36.0,6.0,165.0,83.0,151.0,6.0,141.0,19.0,122.0,165.0,132.0,83.0,161.0,106.0,161.0,48.0,170.0,142.0,149.0,91.0,182.0,70.0,83.0,162.0,106.0,10.0,43.0,43.0,83.0,97.0,75.0,136.0,91.0,6.0,75.0
43.0,34.0,0.0,125.0,2.0,29.0,158.0,76.0,144.0,29.0,134.0,20.0,115.0,158.0,125.0,76.0,154.0,99.0,154.0,41.0,163.0,135.0,142.0,84.0,175.0,63.0,76.0,155.0,99.0,41.0,36.0,36.0,76.0,90.0,68.0,129.0,84.0,29.0,68.0
88.0,132.0,125.0,0.0,127.0,127.0,61.0,68.0,47.0,127.0,37.0,117.0,10.0,61.0,0.0,62.0,57.0,26.0,57.0,86.0,66.0,38.0,33.0,100.0,78.0,90.0,62.0,58.0,26.0,139.0,90.0,90.0,62.0,35.0,65.0,20.0,100.0,127.0,57.0
45.0,36.0,2.0,127.0,0.0,31.0,160.0,78.0,146.0,31.0,136.0,22.0,117.0,160.0,127.0,78.0,156.0,101.0,156.0,43.0,165.0,137.0,144.0,86.0,177.0,65.0,78.0,157.0,101.0,43.0,38.0,38.0,78.0,92.0,70.0,131.0,86.0,31.0,70.0
45.0,6.0,29.0,127.0,31.0,0.0,160.0,78.0,146.0,0.0,136.0,18.0,117.0,160.0,127.0,78.0,156.0,101.0,156.0,43.0,165.0,137.0,144.0,86.0,177.0,65.0,78.0,157.0,101.0,13.0,38.0,38.0,78.0,92.0,70.0,131.0,86.0,0.0,70.0
