XCOORD.,YCOORD.,EST,TWL,DUR
44,56,0,16000,0
11,60,0,16000,0
10,94,0,16000,0
27,28,316,520,32
20,18,137,1149,31
21,53,323,662,36
53,7,381,774,22
76,22,79,1125,25
8,18,106,207,34
45,85,458,271,39
92,16,300,612,25
8,96,210,807,31
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0.0,82.0,75.0,96.0,103.0,89.0,65.0,66.0,115.0,40.0,83.0,77.0
82.0,0.0,34.0,162.0,169.0,10.0,131.0,132.0,181.0,43.0,149.0,36.0
75.0,34.0,0.0,155.0,162.0,41.0,124.0,125.0,174.0,36.0,142.0,2.0
96.0,162.0,155.0,0.0,10.0,169.0,35.0,58.0,19.0,120.0,75.0,157.0
103.0,169.0,162.0,10.0,0.0,176.0,42.0,65.0,12.0,127.0,82.0,164.0
89.0,10.0,41.0,169.0,176.0,0.0,138.0,139.0,188.0,50.0,156.0,43.0
65.0,131.0,124.0,35.0,42.0,138.0,0.0,23.0,54.0,89.0,40.0,126.0
66.0,132.0,125.0,58.0,65.0,139.0,23.0,0.0,77.0,90.0,33.0,127.0
115.0,181.0,174.0,19.0,12.0,188.0,54.0,77.0,0.0,139.0,94.0,176.0
40.0,43.0,36.0,120.0,127.0,50.0,89.0,90.0,139.0,0.0,107.0,38.0
83.0,149.0,142.0,75.0,82.0,156.0,40.0,33.0,94.0,107.0,0.0,144.0
77.0,36.0,2.0,157.0,164.0,43.0,126.0,127.0,176.0,38.0,144.0,0.0
