XCOORD.,YCOORD.,EST,TWL,DUR
92,92,0,16000,0
94,71,0,16000,0
11,60,0,16000,0
94,83,302,313,24
66,17,176,1165,21
83,97,352,139,29
31,42,78,163,32
94,83,390,729,38
8,96,163,436,31
94,83,373,622,38
18,35,388,394,27
71,96,353,839,22
68,65,418,771,38
15,2,244,298,39
51,92,327,1546,28
53,43,364,1342,29
38,14,200,1414,39
65,78,323,930,22
38,14,449,1453,35
93,60,511,1316,22
20,18,588,1017,28
27,7,412,1133,39
7,32,605,912,36
8,18,354,545,29
65,78,580,482,25
8,18,422,402,38
77,2,524,1116,39
10,42,708,1083,26
37,33,655,157,31
66,17,557,107,21
71,50,728,1298,39
30,75,739,1309,35
7,32,711,1347,23
7,32,749,1071,30
51,92,486,1372,37
10,84,661,1249,36
27,28,643,206,29
71,96,715,1196,37
92,16,569,1591,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,56.0,89.0,9.0,88.0,9.0,136.0,9.0,84.0,9.0,137.0,21.0,39.0,131.0,41.0,73.0,108.0,27.0,108.0,55.0,135.0,119.0,148.0,147.0,27.0,147.0,102.0,145.0,127.0,88.0,54.0,74.0,148.0,148.0,41.0,82.0,128.0,21.0,115.0
56.0,0.0,91.0,58.0,55.0,49.0,103.0,58.0,86.0,58.0,104.0,48.0,26.0,98.0,44.0,41.0,75.0,30.0,75.0,11.0,102.0,86.0,115.0,114.0,30.0,114.0,69.0,112.0,94.0,55.0,23.0,76.0,115.0,115.0,44.0,84.0,95.0,48.0,82.0
89.0,91.0,0.0,91.0,122.0,80.0,170.0,91.0,36.0,91.0,171.0,70.0,73.0,165.0,48.0,107.0,142.0,62.0,142.0,90.0,169.0,153.0,182.0,181.0,62.0,181.0,136.0,179.0,161.0,122.0,88.0,19.0,182.0,182.0,48.0,31.0,162.0,70.0,149.0
9.0,58.0,91.0,0.0,90.0,14.0,138.0,0.0,86.0,0.0,139.0,23.0,41.0,133.0,43.0,75.0,110.0,29.0,110.0,57.0,137.0,121.0,150.0,149.0,29.0,149.0,104.0,147.0,129.0,90.0,56.0,76.0,150.0,150.0,43.0,84.0,130.0,23.0,117.0
88.0,55.0,122.0,90.0,0.0,81.0,56.0,90.0,117.0,90.0,57.0,80.0,49.0,51.0,76.0,27.0,28.0,62.0,28.0,49.0,55.0,39.0,68.0,67.0,62.0,67.0,15.0,65.0,47.0,0.0,34.0,107.0,68.0,68.0,76.0,115.0,48.0,80.0,28.0
9.0,49.0,80.0,14.0,81.0,0.0,129.0,14.0,75.0,14.0,130.0,12.0,32.0,124.0,32.0,66.0,101.0,19.0,101.0,48.0,128.0,112.0,141.0,140.0,19.0,140.0,95.0,138.0,120.0,81.0,47.0,65.0,141.0,141.0,32.0,73.0,121.0,12.0,108.0
