XCOORD.,YCOORD.,EST,TWL,DUR
89,7,0,16000,0
10,94,0,16000,0
94,71,0,16000,0
20,93,185,784,25
12,66,35,1125,29
94,83,219,1243,38
18,35,67,1146,20
9,54,238,696,31
22,61,267,1459,21
66,17,230,544,24
7,32,447,466,38
92,16,325,1066,22
20,93,211,421,22
10,42,308,989,30
9,54,146,586,22
75,86,419,470,27
53,43,379,1018,22
68,65,237,260,38
97,72,434,1328,30
65,41,411,1006,39
77,2,540,1542,37
22,61,433,771,25
45,85,355,415,31
83,97,383,1067,26
52,55,594,1311,26
12,66,551,126,26
7,32,590,927,34
94,83,620,381,36
27,28,719,407,20
56,32,535,208,32
83,97,397,1121,28
94,83,631,1230,23
52,55,756,651,24
42,23,654,113,22
37,33,482,409,24
27,7,499,236,36
76,22,548,1222,36
50,71,672,902,32
71,50,598,1527,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,138.0,78.0,128.0,140.0,113.0,80.0,151.0,144.0,24.0,91.0,9.0,128.0,88.0,151.0,94.0,50.0,72.0,79.0,48.0,12.0,144.0,103.0,104.0,71.0,140.0,91.0,113.0,71.0,39.0,104.0,113.0,71.0,60.0,70.0,62.0,29.0,78.0,57.0
138.0,0.0,84.0,10.0,29.0,84.0,164.0,40.0,33.0,115.0,175.0,142.0,10.0,172.0,40.0,65.0,100.0,66.0,87.0,90.0,129.0,33.0,36.0,73.0,76.0,29.0,175.0,84.0,155.0,99.0,73.0,84.0,76.0,144.0,154.0,146.0,125.0,68.0,81.0
78.0,84.0,0.0,74.0,86.0,58.0,104.0,97.0,90.0,55.0,115.0,82.0,74.0,112.0,97.0,39.0,41.0,26.0,3.0,30.0,69.0,90.0,49.0,49.0,42.0,86.0,115.0,58.0,95.0,39.0,49.0,58.0,42.0,84.0,94.0,86.0,65.0,44.0,23.0
128.0,10.0,74.0,0.0,28.0,74.0,154.0,39.0,32.0,105.0,165.0,132.0,0.0,162.0,39.0,55.0,90.0,56.0,77.0,80.0,119.0,32.0,26.0,63.0,66.0,28.0,165.0,74.0,145.0,89.0,63.0,74.0,66.0,134.0,144.0,136.0,115.0,58.0,71.0
140.0,29.0,86.0,28.0,0.0,86.0,166.0,12.0,10.0,117.0,177.0,144.0,28.0,174.0,12.0,67.0,102.0,68.0,89.0,92.0,131.0,10.0,38.0,75.0,78.0,0.0,177.0,86.0,157.0,101.0,75.0,86.0,78.0,146.0,156.0,148.0,127.0,70.0,83.0
113.0,84.0,58.0,74.0,86.0,0.0,139.0,97.0,90.0,90.0,150.0,117.0,74.0,147.0,97.0,19.0,75.0,41.0,61.0,65.0,104.0,90.0,49.0,14.0,51.0,86.0,150.0,0.0,130.0,74.0,14.0,0.0,51.0,119.0,129.0,121.0,100.0,44.0,56.0
