XCOORD.,YCOORD.,EST,TWL,DUR
90,37,0,16000,0
10,94,0,16000,0
11,60,0,16000,0
7,32,31,1145,36
20,93,260,807,33
10,84,96,120,26
65,78,256,1150,28
65,78,310,908,37
20,18,305,954,25
75,86,180,988,20
29,89,427,1197,31
84,55,433,1357,32
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0.0,99.0,106.0,106.0,89.0,99.0,46.0,46.0,93.0,55.0,80.0,24.0
99.0,0.0,34.0,175.0,10.0,10.0,55.0,55.0,162.0,65.0,19.0,76.0
106.0,34.0,0.0,182.0,33.0,31.0,62.0,62.0,169.0,72.0,29.0,83.0
106.0,175.0,182.0,0.0,165.0,175.0,122.0,122.0,14.0,131.0,156.0,100.0
89.0,10.0,33.0,165.0,0.0,10.0,45.0,45.0,152.0,55.0,9.0,66.0
99.0,10.0,31.0,175.0,10.0,0.0,55.0,55.0,162.0,65.0,19.0,76.0
46.0,55.0,62.0,122.0,45.0,55.0,0.0,0.0,109.0,10.0,36.0,23.0
46.0,55.0,62.0,122.0,45.0,55.0,0.0,0.0,109.0,10.0,36.0,23.0
93.0,162.0,169.0,14.0,152.0,162.0,109.0,109.0,0.0,118.0,143.0,87.0
55.0,65.0,72.0,131.0,55.0,65.0,10.0,10.0,118.0,0.0,46.0,32.0
80.0,19.0,29.0,156.0,9.0,19.0,36.0,36.0,143.0,46.0,0.0,57.0
24.0,76.0,83.0,100.0,66.0,76.0,23.0,23.0,87.0,32.0,57.0,0.0
