XCOORD.,YCOORD.,EST,TWL,DUR
11,60,0,16000,0
53,94,0,16000,0
90,37,0,16000,0
93,60,69,853,30
92,16,290,369,22
22,61,67,946,29
92,16,382,1240,28
88,29,96,1148,20
77,2,78,1190,20
84,55,261,1040,37
9,54,384,1327,33
42,41,69,1532,33
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0.0,50.0,106.0,90.0,149.0,11.0,149.0,109.0,136.0,83.0,6.0,169.0
50.0,0.0,62.0,45.0,105.0,49.0,105.0,65.0,92.0,39.0,56.0,125.0
106.0,62.0,0.0,33.0,73.0,105.0,73.0,8.0,60.0,24.0,112.0,93.0
90.0,45.0,33.0,0.0,76.0,89.0,76.0,36.0,63.0,9.0,96.0,96.0
149.0,105.0,73.0,76.0,0.0,148.0,0.0,75.0,16.0,67.0,155.0,82.0
11.0,49.0,105.0,89.0,148.0,0.0,148.0,108.0,135.0,82.0,13.0,168.0
149.0,105.0,73.0,76.0,0.0,148.0,0.0,75.0,16.0,67.0,155.0,82.0
109.0,65.0,8.0,36.0,75.0,108.0,75.0,0.0,62.0,27.0,115.0,95.0
136.0,92.0,60.0,63.0,16.0,135.0,16.0,62.0,0.0,54.0,142.0,66.0
83.0,39.0,24.0,9.0,67.0,82.0,67.0,27.0,54.0,0.0,89.0,87.0
6.0,56.0,112.0,96.0,155.0,13.0,155.0,115.0,142.0,89.0,0.0,175.0
169.0,125.0,93.0,96.0,82.0,168.0,82.0,95.0,66.0,87.0,175.0,0.0
