XCOORD.,YCOORD.,EST,TWL,DUR
53,94,0,16000,0
11,22,0,16000,0
11,60,0,16000,0
56,20,86,1019,32
20,93,166,848,26
92,16,348,1557,23
59,63,88,790,34
10,42,377,1028,39
30,58,164,142,27
66,17,243,1283,20
7,32,328,1047,24
94,83,171,570,29
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0.0,134.0,50.0,74.0,33.0,105.0,31.0,135.0,52.0,78.0,138.0,41.0
134.0,0.0,178.0,60.0,161.0,91.0,103.0,20.0,180.0,64.0,10.0,146.0
50.0,178.0,0.0,118.0,33.0,149.0,75.0,179.0,19.0,122.0,182.0,91.0
74.0,60.0,118.0,0.0,101.0,37.0,43.0,61.0,120.0,10.0,64.0,86.0
33.0,161.0,33.0,101.0,0.0,132.0,58.0,162.0,35.0,105.0,165.0,74.0
105.0,91.0,149.0,37.0,132.0,0.0,74.0,92.0,151.0,28.0,95.0,117.0
31.0,103.0,75.0,43.0,58.0,74.0,0.0,104.0,77.0,47.0,107.0,43.0
135.0,20.0,179.0,61.0,162.0,92.0,104.0,0.0,181.0,65.0,10.0,147.0
52.0,180.0,19.0,120.0,35.0,151.0,77.0,181.0,0.0,124.0,184.0,93.0
78.0,64.0,122.0,10.0,105.0,28.0,47.0,65.0,124.0,0.0,68.0,90.0
138.0,10.0,182.0,64.0,165.0,95.0,107.0,10.0,184.0,68.0,0.0,150.0
41.0,146.0,91.0,86.0,74.0,117.0,43.0,147.0,93.0,90.0,150.0,0.0
