XCOORD.,YCOORD.,EST,TWL,DUR
11,22,0,16000,0
10,94,0,16000,0
89,7,0,16000,0
10,42,271,696,29
93,60,272,253,31
9,54,114,1321,34
88,29,77,883,28
8,18,316,179,22
21,72,387,710,22
27,28,89,198,23
53,7,102,986,38
39,97,283,1523,26
29,89,252,1577,32
65,41,332,1137,39
21,72,313,181,26
65,41,352,129,26
21,72,265,1077,22
22,61,238,616,24
84,55,102,187,20
76,22,185,890,37
65,78,202,214,36
65,78,53,812,32
12,66,31,1050,31
50,71,312,849,38
42,52,196,952,32
9,54,269,318,29
24,80,254,1020,34
86,68,314,1533,28
45,85,216,1087,24
76,70,177,322,24
66,17,111,541,30
76,22,199,974,27
78,38,137,1432,23
42,60,116,260,28
37,33,327,812,22
75,86,215,1203,38
84,55,96,118,36
50,71,363,571,29
76,70,321,925,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,171.0,87.0,20.0,105.0,184.0,104.0,4.0,166.0,16.0,51.0,142.0,152.0,81.0,166.0,81.0,166.0,177.0,96.0,74.0,118.0,118.0,173.0,111.0,114.0,184.0,158.0,108.0,136.0,110.0,64.0,74.0,90.0,114.0,26.0,127.0,96.0,111.0,110.0
171.0,0.0,138.0,172.0,83.0,40.0,102.0,174.0,22.0,155.0,124.0,29.0,19.0,90.0,22.0,90.0,22.0,33.0,76.0,125.0,55.0,55.0,29.0,68.0,79.0,40.0,14.0,76.0,36.0,66.0,115.0,125.0,93.0,76.0,154.0,65.0,76.0,68.0,66.0
87.0,138.0,0.0,88.0,72.0,151.0,71.0,90.0,133.0,71.0,36.0,109.0,119.0,48.0,133.0,48.0,133.0,144.0,63.0,29.0,85.0,85.0,140.0,78.0,81.0,151.0,125.0,75.0,103.0,77.0,24.0,29.0,57.0,81.0,70.0,94.0,63.0,78.0,77.0
20.0,172.0,88.0,0.0,106.0,185.0,105.0,24.0,167.0,17.0,52.0,143.0,153.0,82.0,167.0,82.0,167.0,178.0,97.0,75.0,119.0,119.0,174.0,112.0,115.0,185.0,159.0,109.0,137.0,111.0,65.0,75.0,91.0,115.0,27.0,128.0,97.0,112.0,111.0
105.0,83.0,72.0,106.0,0.0,96.0,36.0,108.0,78.0,89.0,58.0,54.0,64.0,28.0,78.0,28.0,78.0,89.0,9.0,59.0,29.0,29.0,85.0,43.0,51.0,96.0,70.0,8.0,48.0,17.0,49.0,59.0,27.0,51.0,88.0,38.0,9.0,43.0,17.0
184.0,40.0,151.0,185.0,96.0,0.0,115.0,187.0,18.0,168.0,137.0,43.0,35.0,103.0,18.0,103.0,18.0,13.0,89.0,138.0,68.0,68.0,12.0,81.0,92.0,0.0,26.0,89.0,49.0,79.0,128.0,138.0,106.0,89.0,167.0,78.0,89.0,81.0,79.0
