XCOORD.,YCOORD.,EST,TWL,DUR
53,94,0,16000,0
92,92,0,16000,0
49,3,0,16000,0
15,2,379,699,37
65,78,146,1352,36
9,54,77,256,25
39,97,216,1160,34
12,66,372,1538,31
93,60,302,1411,25
65,41,28,551,22
30,75,372,1266,35
10,84,29,616,32
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0.0,39.0,91.0,121.0,16.0,56.0,14.0,45.0,45.0,53.0,35.0,43.0
39.0,0.0,101.0,131.0,27.0,95.0,53.0,84.0,55.0,63.0,74.0,82.0
91.0,101.0,0.0,34.0,75.0,141.0,99.0,130.0,62.0,38.0,120.0,128.0
121.0,131.0,34.0,0.0,105.0,171.0,129.0,160.0,92.0,68.0,150.0,158.0
16.0,27.0,75.0,105.0,0.0,68.0,26.0,57.0,29.0,37.0,47.0,55.0
56.0,95.0,141.0,171.0,68.0,0.0,43.0,12.0,96.0,103.0,21.0,37.0
14.0,53.0,99.0,129.0,26.0,43.0,0.0,32.0,54.0,61.0,22.0,29.0
45.0,84.0,130.0,160.0,57.0,12.0,32.0,0.0,85.0,92.0,18.0,26.0
45.0,55.0,62.0,92.0,29.0,96.0,54.0,85.0,0.0,28.0,75.0,83.0
53.0,63.0,38.0,68.0,37.0,103.0,61.0,92.0,28.0,0.0,82.0,90.0
35.0,74.0,120.0,150.0,47.0,21.0,22.0,18.0,75.0,82.0,0.0,20.0
43.0,82.0,128.0,158.0,55.0,37.0,29.0,26.0,83.0,90.0,20.0,0.0
