XCOORD.,YCOORD.,EST,TWL,DUR
49,3,0,16000,0
10,94,0,16000,0
11,60,0,16000,0
71,96,238,1056,34
78,38,224,1218,28
97,72,112,409,21
20,18,363,597,33
21,72,176,1431,38
10,42,47,430,39
68,65,29,363,30
42,68,316,637,29
38,14,110,861,22
42,23,236,981,32
20,18,33,194,39
7,32,32,866,38
45,85,50,445,21
42,41,347,1107,20
10,84,252,1442,39
22,61,256,193,27
78,38,150,220,36
92,16,253,740,32
45,85,47,177,35
31,42,199,471,37
65,41,250,1316,31
94,83,32,146,20
59,63,153,508,21
92,16,151,143,36
20,93,288,1516,23
65,78,278,875,26
83,97,353,699,31
21,72,156,120,39
71,50,198,442,39
65,78,92,1442,25
42,68,205,149,29
77,2,43,750,31
12,66,288,385,22
65,41,288,703,37
50,71,66,113,37
31,42,179,1113,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,128.0,135.0,93.0,47.0,69.0,38.0,123.0,48.0,62.0,71.0,11.0,20.0,38.0,51.0,93.0,38.0,128.0,134.0,47.0,44.0,93.0,39.0,38.0,103.0,60.0,44.0,118.0,75.0,94.0,123.0,47.0,75.0,71.0,28.0,130.0,38.0,68.0,39.0
128.0,0.0,34.0,63.0,93.0,87.0,162.0,22.0,172.0,66.0,76.0,135.0,144.0,162.0,175.0,36.0,162.0,10.0,33.0,93.0,142.0,36.0,163.0,90.0,84.0,68.0,142.0,10.0,55.0,73.0,22.0,81.0,55.0,76.0,129.0,29.0,90.0,68.0,163.0
135.0,34.0,0.0,70.0,100.0,94.0,169.0,12.0,179.0,73.0,83.0,142.0,151.0,169.0,182.0,43.0,169.0,31.0,11.0,100.0,149.0,43.0,170.0,97.0,91.0,75.0,149.0,33.0,62.0,80.0,12.0,88.0,62.0,83.0,136.0,6.0,97.0,75.0,170.0
93.0,63.0,70.0,0.0,58.0,51.0,127.0,58.0,137.0,31.0,41.0,100.0,109.0,127.0,140.0,28.0,127.0,63.0,69.0,58.0,107.0,28.0,128.0,55.0,23.0,33.0,107.0,53.0,18.0,12.0,58.0,46.0,18.0,41.0,94.0,65.0,55.0,33.0,128.0
47.0,93.0,100.0,58.0,0.0,34.0,81.0,88.0,91.0,27.0,36.0,54.0,63.0,81.0,94.0,58.0,81.0,93.0,99.0,0.0,61.0,58.0,82.0,13.0,68.0,25.0,61.0,83.0,40.0,59.0,88.0,12.0,40.0,36.0,48.0,95.0,13.0,33.0,82.0
69.0,87.0,94.0,51.0,34.0,0.0,103.0,82.0,113.0,29.0,55.0,76.0,85.0,103.0,116.0,52.0,103.0,87.0,93.0,34.0,83.0,52.0,104.0,32.0,61.0,38.0,83.0,77.0,33.0,52.0,82.0,26.0,33.0,55.0,70.0,89.0,32.0,47.0,104.0
38.0,162.0,169.0,127.0,81.0,103.0,0.0,157.0,24.0,96.0,105.0,27.0,22.0,0.0,14.0,127.0,23.0,162.0,168.0,81.0,82.0,127.0,24.0,72.0,137.0,94.0,82.0,152.0,109.0,128.0,157.0,81.0,109.0,105.0,66.0,164.0,72.0,102.0,24.0
