XCOORD.,YCOORD.,EST,TWL,DUR
90,37,0,16000,0
49,3,0,16000,0
44,56,0,16000,0
45,85,356,775,31
56,32,31,1395,34
38,14,384,768,32
18,35,297,340,31
86,68,317,691,23
42,41,298,1475,24
59,63,110,1123,23
12,66,234,551,30
9,54,275,361,34
29,89,388,1070,22
76,22,394,701,39
56,20,103,1530,27
20,18,264,1229,23
38,14,98,1508,38
68,65,385,400,33
39,2,133,787,36
15,2,318,1025,33
12,66,212,392,27
84,55,323,152,20
9,54,314,1206,37
52,55,118,664,27
42,41,371,308,24
76,58,315,1064,38
56,20,161,696,31
8,96,312,190,26
38,14,96,405,24
71,96,330,281,36
77,2,29,520,31
71,50,27,1440,33
10,42,46,916,32
38,14,317,738,39
93,60,185,385,34
84,55,203,362,21
9,54,57,725,25
65,41,168,248,34
31,42,140,655,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,59.0,46.0,64.0,34.0,66.0,95.0,36.0,93.0,31.0,101.0,112.0,80.0,56.0,42.0,93.0,66.0,33.0,65.0,89.0,101.0,24.0,112.0,38.0,93.0,26.0,42.0,101.0,66.0,64.0,60.0,19.0,103.0,66.0,33.0,24.0,112.0,25.0,94.0
59.0,0.0,69.0,93.0,29.0,11.0,40.0,65.0,38.0,60.0,130.0,141.0,109.0,27.0,17.0,38.0,11.0,62.0,10.0,34.0,130.0,53.0,141.0,61.0,38.0,55.0,17.0,130.0,11.0,93.0,28.0,47.0,48.0,11.0,62.0,53.0,141.0,38.0,39.0
46.0,69.0,0.0,40.0,40.0,76.0,105.0,42.0,103.0,15.0,77.0,88.0,56.0,66.0,52.0,103.0,76.0,24.0,75.0,99.0,77.0,40.0,88.0,8.0,103.0,32.0,52.0,77.0,76.0,40.0,70.0,27.0,113.0,76.0,49.0,40.0,88.0,31.0,104.0
64.0,93.0,40.0,0.0,64.0,100.0,129.0,41.0,127.0,33.0,38.0,49.0,17.0,90.0,76.0,127.0,100.0,31.0,99.0,123.0,38.0,41.0,49.0,41.0,127.0,38.0,76.0,38.0,100.0,28.0,94.0,46.0,137.0,100.0,48.0,41.0,49.0,55.0,128.0
34.0,29.0,40.0,64.0,0.0,36.0,65.0,36.0,63.0,31.0,101.0,112.0,80.0,26.0,12.0,63.0,36.0,33.0,35.0,59.0,101.0,28.0,112.0,32.0,63.0,26.0,12.0,101.0,36.0,64.0,30.0,18.0,73.0,36.0,37.0,28.0,112.0,9.0,64.0
66.0,11.0,76.0,100.0,36.0,0.0,29.0,72.0,27.0,67.0,137.0,148.0,116.0,38.0,24.0,27.0,0.0,69.0,12.0,26.0,137.0,60.0,148.0,68.0,27.0,62.0,24.0,137.0,0.0,100.0,39.0,54.0,37.0,0.0,69.0,60.0,148.0,45.0,28.0
