XCOORD.,YCOORD.,EST,TWL,DUR
11,60,0,16000,0
53,94,0,16000,0
94,71,0,16000,0
39,97,341,189,30
65,78,127,237,24
71,50,192,743,29
76,58,43,950,23
30,75,232,388,26
94,83,71,368,21
7,32,312,1253,35
94,83,122,997,24
92,16,35,1555,22
15,2,250,1232,39
50,71,165,1057,35
89,40,49,160,31
8,18,108,1302,28
65,41,105,175,31
86,68,96,483,27
89,40,121,143,34
76,58,158,765,31
20,93,221,1372,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,50.0,91.0,37.0,62.0,88.0,80.0,19.0,91.0,182.0,91.0,149.0,165.0,75.0,105.0,181.0,97.0,83.0,105.0,80.0,33.0
50.0,0.0,46.0,14.0,16.0,44.0,36.0,35.0,41.0,138.0,41.0,105.0,121.0,31.0,61.0,137.0,53.0,38.0,61.0,36.0,33.0
91.0,46.0,0.0,55.0,30.0,23.0,18.0,76.0,58.0,115.0,58.0,82.0,98.0,44.0,38.0,114.0,30.0,8.0,38.0,18.0,74.0
