XCOORD.,YCOORD.,EST,TWL,DUR
49,3,0,16000,0
10,94,0,16000,0
90,37,0,16000,0
92,16,128,970,32
56,32,171,822,22
39,97,397,569,36
88,29,87,1429,33
52,55,115,1552,35
83,97,346,114,28
18,35,43,1351,32
66,17,341,407,34
42,68,379,1001,36
66,17,173,379,20
29,89,169,415,31
53,7,278,1537,31
59,63,384,1586,34
76,22,346,494,33
86,68,46,989,22
65,78,386,921,29
21,53,340,1387,29
29,89,106,600,26
39,2,389,1265,34
20,18,37,1498,33
10,84,380,1250,21
9,54,222,218,30
56,32,269,669,27
20,93,183,1342,21
68,65,25,506,32
42,68,201,669,36
42,41,253,974,38
45,85,70,1560,26
83,97,272,974,35
71,96,242,1108,33
15,2,203,367,31
76,58,35,1057,29
75,86,127,822,28
30,75,199,1042,29
71,50,90,688,27
7,32,368,1397,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,128.0,59.0,44.0,29.0,99.0,61.0,61.0,94.0,40.0,17.0,71.0,17.0,109.0,4.0,60.0,27.0,65.0,75.0,142.0,109.0,10.0,38.0,128.0,141.0,29.0,118.0,62.0,71.0,38.0,93.0,94.0,93.0,34.0,55.0,84.0,120.0,47.0,51.0
128.0,0.0,99.0,142.0,99.0,29.0,102.0,76.0,73.0,164.0,115.0,76.0,115.0,19.0,124.0,68.0,125.0,76.0,55.0,41.0,19.0,134.0,162.0,10.0,40.0,99.0,10.0,66.0,76.0,162.0,36.0,73.0,63.0,158.0,73.0,65.0,20.0,81.0,175.0
59.0,99.0,0.0,73.0,34.0,70.0,8.0,38.0,65.0,95.0,46.0,48.0,46.0,80.0,55.0,31.0,56.0,36.0,46.0,113.0,80.0,65.0,93.0,99.0,112.0,34.0,89.0,33.0,48.0,93.0,64.0,65.0,64.0,89.0,26.0,55.0,91.0,19.0,106.0
44.0,142.0,73.0,0.0,43.0,113.0,75.0,75.0,108.0,84.0,28.0,85.0,28.0,123.0,40.0,74.0,33.0,79.0,89.0,156.0,123.0,54.0,82.0,142.0,155.0,43.0,132.0,76.0,85.0,82.0,107.0,108.0,107.0,78.0,69.0,98.0,134.0,61.0,95.0
29.0,99.0,34.0,43.0,0.0,70.0,36.0,32.0,65.0,65.0,16.0,42.0,16.0,80.0,25.0,31.0,26.0,36.0,46.0,113.0,80.0,35.0,63.0,99.0,112.0,0.0,89.0,33.0,42.0,63.0,64.0,65.0,64.0,59.0,26.0,55.0,91.0,18.0,76.0
99.0,29.0,70.0,113.0,70.0,0.0,73.0,47.0,44.0,135.0,86.0,47.0,86.0,10.0,95.0,39.0,96.0,47.0,26.0,44.0,10.0,105.0,133.0,29.0,43.0,70.0,19.0,37.0,47.0,133.0,12.0,44.0,34.0,129.0,44.0,36.0,22.0,52.0,146.0
