XCOORD.,YCOORD.,EST,TWL,DUR
49,3,0,16000,0
11,22,0,16000,0
53,94,0,16000,0
18,35,301,682,27
77,2,143,896,38
31,42,300,1372,28
59,63,78,917,34
76,70,228,400,34
27,7,54,703,28
9,54,231,1571,29
42,52,363,1107,30
20,18,70,415,35
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0
0.0,47.0,91.0,40.0,28.0,39.0,60.0,67.0,22.0,141.0,71.0,38.0
47.0,0.0,134.0,13.0,75.0,20.0,103.0,110.0,50.0,184.0,114.0,9.0
91.0,134.0,0.0,127.0,92.0,126.0,31.0,28.0,109.0,56.0,42.0,125.0
40.0,13.0,127.0,0.0,68.0,13.0,96.0,103.0,43.0,177.0,107.0,17.0
28.0,75.0,92.0,68.0,0.0,67.0,61.0,68.0,50.0,142.0,72.0,66.0
39.0,20.0,126.0,13.0,67.0,0.0,95.0,102.0,42.0,176.0,106.0,24.0
60.0,103.0,31.0,96.0,61.0,95.0,0.0,17.0,78.0,81.0,17.0,94.0
67.0,110.0,28.0,103.0,68.0,102.0,17.0,0.0,85.0,79.0,34.0,101.0
22.0,50.0,109.0,43.0,50.0,42.0,78.0,85.0,0.0,159.0,89.0,41.0
141.0,184.0,56.0,177.0,142.0,176.0,81.0,79.0,159.0,0.0,92.0,175.0
71.0,114.0,42.0,107.0,72.0,106.0,17.0,34.0,89.0,92.0,0.0,105.0
38.0,9.0,125.0,17.0,66.0,24.0,94.0,101.0,41.0,175.0,105.0,0.0
