XCOORD.,YCOORD.,EST,TWL,DUR
44,56,0,16000,0
10,94,0,16000,0
92,92,0,16000,0
52,55,203,990,37
56,32,184,730,25
88,29,63,164,26
53,7,256,882,21
42,23,333,1459,36
42,41,38,163,23
8,18,34,1328,29
71,50,360,924,30
83,97,121,1129,26
7,32,270,1348,27
10,84,326,706,21
51,92,237,980,32
71,96,340,515,21
68,65,351,543,24
94,83,267,407,21
92,16,66,434,29
38,14,274,482,21
53,43,91,1570,34
42,23,309,1429,21
56,32,143,925,37
30,58,351,1551,27
21,72,358,708,29
56,32,30,1241,37
75,86,233,783,32
71,96,364,273,28
29,89,302,898,33
92,16,393,1278,32
24,80,399,1505,23
20,93,244,1408,35
53,43,89,619,26
12,66,116,1556,39
93,60,377,718,33
15,2,162,597,28
39,97,303,148,29
56,20,75,441,23
71,50,175,1466,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,75.0,48.0,8.0,40.0,48.0,65.0,85.0,103.0,115.0,27.0,41.0,116.0,75.0,36.0,40.0,24.0,50.0,83.0,76.0,41.0,85.0,40.0,84.0,70.0,40.0,31.0,40.0,56.0,83.0,62.0,65.0,41.0,77.0,49.0,99.0,46.0,52.0,27.0
75.0,0.0,82.0,76.0,99.0,102.0,124.0,144.0,162.0,174.0,81.0,73.0,175.0,10.0,41.0,63.0,66.0,84.0,142.0,135.0,100.0,144.0,99.0,36.0,22.0,99.0,65.0,63.0,19.0,142.0,14.0,10.0,100.0,29.0,83.0,158.0,29.0,111.0,81.0
48.0,82.0,0.0,49.0,72.0,75.0,97.0,117.0,135.0,147.0,54.0,9.0,148.0,82.0,41.0,21.0,39.0,9.0,115.0,108.0,73.0,117.0,72.0,91.0,77.0,72.0,17.0,21.0,63.0,115.0,69.0,72.0,73.0,84.0,55.0,131.0,53.0,84.0,54.0
8.0,76.0,49.0,0.0,32.0,40.0,57.0,77.0,95.0,107.0,19.0,42.0,108.0,76.0,37.0,41.0,16.0,51.0,75.0,68.0,33.0,77.0,32.0,85.0,71.0,32.0,32.0,41.0,57.0,75.0,63.0,66.0,33.0,78.0,41.0,91.0,47.0,44.0,19.0
40.0,99.0,72.0,32.0,0.0,36.0,25.0,45.0,63.0,75.0,18.0,65.0,76.0,99.0,60.0,64.0,33.0,74.0,43.0,36.0,11.0,45.0,0.0,108.0,94.0,0.0,55.0,64.0,80.0,43.0,86.0,89.0,11.0,101.0,37.0,59.0,70.0,12.0,18.0
48.0,102.0,75.0,40.0,36.0,0.0,57.0,77.0,95.0,107.0,21.0,68.0,108.0,102.0,63.0,67.0,36.0,77.0,75.0,68.0,39.0,77.0,36.0,111.0,97.0,36.0,58.0,67.0,83.0,75.0,89.0,92.0,39.0,104.0,36.0,91.0,73.0,44.0,21.0
