XCOORD.,YCOORD.,EST,TWL,DUR
11,60,0,16000,0
89,7,0,16000,0
90,37,0,16000,0
65,78,89,923,24
39,97,137,727,36
7,32,375,767,35
8,96,120,438,24
15,2,256,1419,29
53,7,197,1506,30
18,35,181,1378,34
8,96,302,1066,26
84,55,261,1301,32
53,7,116,1156,35
18,35,198,1595,28
30,75,278,788,34
66,17,302,786,33
92,16,302,1344,23
20,18,72,978,30
42,52,380,833,38
76,22,93,963,39
10,84,124,624,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,145.0,106.0,62.0,37.0,182.0,36.0,165.0,131.0,171.0,36.0,83.0,131.0,171.0,19.0,122.0,149.0,169.0,86.0,132.0,31.0
145.0,0.0,69.0,85.0,109.0,91.0,140.0,74.0,36.0,80.0,140.0,63.0,36.0,80.0,130.0,24.0,9.0,78.0,81.0,29.0,138.0
106.0,69.0,0.0,46.0,70.0,106.0,101.0,89.0,55.0,95.0,101.0,24.0,55.0,95.0,91.0,46.0,73.0,93.0,48.0,56.0,99.0
