XCOORD.,YCOORD.,EST,TWL,DUR
90,37,0,16000,0
10,94,0,16000,0
89,7,0,16000,0
11,60,0,16000,0
44,56,0,16000,0
49,3,0,16000,0
94,71,0,16000,0
53,94,0,16000,0
92,92,0,16000,0
11,22,0,16000,0
38,14,247,556,33
65,41,216,1540,29
30,58,279,771,39
50,71,294,593,29
21,53,181,254,38
20,18,53,846,20
21,53,104,974,21
76,22,301,1215,35
29,89,106,1590,23
65,78,256,831,29
56,32,72,538,24
27,7,158,1106,30
56,20,378,1590,23
83,97,340,312,20
56,20,274,342,24
10,42,391,1303,33
45,85,395,905,25
7,32,399,524,25
45,85,228,232,27
10,42,126,643,21
9,54,301,182,37
42,41,171,848,25
86,68,338,945,34
31,42,136,985,26
51,92,203,424,20
24,80,336,886,38
92,16,88,1268,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
