XCOORD.,YCOORD.,EST,TWL,DUR
44,56,0,16000,0
53,94,0,16000,0
92,92,0,16000,0
94,71,0,16000,0
11,60,0,16000,0
90,37,0,16000,0
11,22,0,16000,0
10,94,0,16000,0
49,3,0,16000,0
89,7,0,16000,0
92,16,332,1548,26
56,32,91,1519,29
89,40,193,940,30
15,2,75,772,34
8,18,305,856,38
12,66,49,1450,23
27,28,359,742,39
65,78,264,779,29
9,54,67,101,21
30,75,159,1149,20
84,55,376,541,23
10,42,108,323,33
37,33,399,863,30
59,63,124,850,23
15,2,98,1469,25
20,18,337,167,33
75,86,232,1179,36
92,16,290,448,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,38.0,48.0,50.0,82.0,46.0,112.0,75.0,69.0,79.0,83.0,40.0,45.0,99.0,115.0,77.0,96.0,22.0,88.0,67.0,40.0,113.0,95.0,15.0,99.0,103.0,31.0,83.0
38.0,0.0,39.0,46.0,50.0,62.0,134.0,43.0,91.0,101.0,105.0,62.0,61.0,121.0,137.0,45.0,118.0,16.0,56.0,35.0,39.0,135.0,117.0,31.0,121.0,125.0,22.0,105.0
48.0,39.0,0.0,56.0,89.0,72.0,144.0,82.0,101.0,111.0,115.0,72.0,71.0,131.0,147.0,84.0,128.0,27.0,95.0,74.0,49.0,145.0,127.0,41.0,131.0,135.0,17.0,115.0
50.0,46.0,56.0,0.0,91.0,39.0,111.0,84.0,68.0,78.0,82.0,39.0,38.0,98.0,114.0,86.0,95.0,30.0,97.0,76.0,16.0,112.0,94.0,35.0,98.0,102.0,39.0,82.0
82.0,50.0,89.0,91.0,0.0,106.0,178.0,34.0,135.0,145.0,149.0,106.0,105.0,165.0,181.0,6.0,162.0,62.0,6.0,19.0,83.0,179.0,161.0,75.0,165.0,169.0,72.0,149.0
46.0,62.0,72.0,39.0,106.0,0.0,102.0,99.0,59.0,69.0,73.0,34.0,3.0,89.0,105.0,101.0,86.0,46.0,112.0,91.0,24.0,103.0,85.0,31.0,89.0,93.0,55.0,73.0
112.0,134.0,144.0,111.0,178.0,102.0,0.0,171.0,47.0,87.0,91.0,72.0,101.0,62.0,4.0,173.0,16.0,118.0,184.0,163.0,96.0,20.0,26.0,103.0,62.0,9.0,127.0,91.0
75.0,43.0,82.0,84.0,34.0,99.0,171.0,0.0,128.0,138.0,142.0,99.0,98.0,158.0,174.0,29.0,155.0,55.0,40.0,20.0,76.0,172.0,154.0,68.0,158.0,162.0,65.0,142.0
69.0,91.0,101.0,68.0,135.0,59.0,47.0,128.0,0.0,40.0,44.0,29.0,58.0,34.0,50.0,130.0,31.0,75.0,141.0,120.0,53.0,48.0,30.0,60.0,34.0,38.0,84.0,44.0
