XCOORD.,YCOORD.,EST,TWL,DUR
94,71,0,16000,0
11,60,0,16000,0
49,3,0,16000,0
89,7,0,16000,0
11,22,0,16000,0
10,94,0,16000,0
44,56,0,16000,0
92,92,0,16000,0
53,94,0,16000,0
90,37,0,16000,0
97,72,76,1154,26
10,84,292,837,30
50,71,360,665,25
92,16,218,276,36
92,16,321,1088,29
94,83,166,1484,39
42,23,339,397,25
92,16,111,773,33
38,14,314,591,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,91.0,68.0,78.0,111.0,84.0,50.0,56.0,46.0,39.0,3.0,84.0,44.0,82.0,82.0,58.0,84.0,82.0,75.0
91.0,0.0,135.0,145.0,178.0,34.0,82.0,89.0,50.0,106.0,94.0,31.0,75.0,149.0,149.0,91.0,151.0,149.0,142.0
68.0,135.0,0.0,40.0,47.0,128.0,69.0,101.0,91.0,59.0,69.0,128.0,68.0,44.0,44.0,103.0,20.0,44.0,11.0
78.0,145.0,40.0,0.0,87.0,138.0,79.0,111.0,101.0,69.0,79.0,138.0,78.0,9.0,9.0,113.0,60.0,9.0,51.0
111.0,178.0,47.0,87.0,0.0,171.0,112.0,144.0,134.0,102.0,112.0,171.0,111.0,91.0,91.0,146.0,31.0,91.0,36.0
84.0,34.0,128.0,138.0,171.0,0.0,75.0,82.0,43.0,99.0,87.0,10.0,68.0,142.0,142.0,84.0,144.0,142.0,135.0
50.0,82.0,69.0,79.0,112.0,75.0,0.0,48.0,38.0,46.0,53.0,75.0,15.0,83.0,83.0,50.0,85.0,83.0,76.0
56.0,89.0,101.0,111.0,144.0,82.0,48.0,0.0,39.0,72.0,59.0,82.0,42.0,115.0,115.0,9.0,117.0,115.0,108.0
46.0,50.0,91.0,101.0,134.0,43.0,38.0,39.0,0.0,62.0,49.0,43.0,31.0,105.0,105.0,41.0,107.0,105.0,98.0
39.0,106.0,59.0,69.0,102.0,99.0,46.0,72.0,62.0,0.0,40.0,99.0,40.0,73.0,73.0,74.0,75.0,73.0,66.0
3.0,94.0,69.0,79.0,112.0,87.0,53.0,59.0,49.0,40.0,0.0,87.0,47.0,83.0,83.0,61.0,85.0,83.0,76.0
84.0,31.0,128.0,138.0,171.0,10.0,75.0,82.0,43.0,99.0,87.0,0.0,68.0,142.0,142.0,84.0,144.0,142.0,135.0
44.0,75.0,68.0,78.0,111.0,68.0,15.0,42.0,31.0,40.0,47.0,68.0,0.0,82.0,82.0,44.0,84.0,82.0,75.0
82.0,149.0,44.0,9.0,91.0,142.0,83.0,115.0,105.0,73.0,83.0,142.0,82.0,0.0,0.0,117.0,64.0,0.0,55.0
82.0,149.0,44.0,9.0,91.0,142.0,83.0,115.0,105.0,73.0,83.0,142.0,82.0,0.0,0.0,117.0,64.0,0.0,55.0
58.0,91.0,103.0,113.0,146.0,84.0,50.0,9.0,41.0,74.0,61.0,84.0,44.0,117.0,117.0,0.0,119.0,117.0,110.0
84.0,151.0,20.0,60.0,31.0,144.0,85.0,117.0,107.0,75.0,85.0,144.0,84.0,64.0,64.0,119.0,0.0,64.0,9.0
82.0,149.0,44.0,9.0,91.0,142.0,83.0,115.0,105.0,73.0,83.0,142.0,82.0,0.0,0.0,117.0,64.0,0.0,55.0
75.0,142.0,11.0,51.0,36.0,135.0,76.0,108.0,98.0,66.0,76.0,135.0,75.0,55.0,55.0,110.0,9.0,55.0,0.0
