XCOORD.,YCOORD.,EST,TWL,DUR
11,22,0,16000,0
90,37,0,16000,0
49,3,0,16000,0
11,60,0,16000,0
92,92,0,16000,0
65,78,354,1548,34
42,52,377,499,38
65,41,175,883,21
27,28,221,856,35
27,28,64,500,30
12,66,389,633,25
59,63,55,286,34
27,7,282,251,28
9,54,200,330,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,102.0,47.0,178.0,144.0,118.0,114.0,81.0,16.0,16.0,173.0,103.0,50.0,184.0
102.0,0.0,59.0,106.0,72.0,46.0,48.0,25.0,86.0,86.0,101.0,31.0,77.0,112.0
47.0,59.0,0.0,135.0,101.0,75.0,71.0,38.0,31.0,31.0,130.0,60.0,22.0,141.0
178.0,106.0,135.0,0.0,89.0,62.0,86.0,97.0,162.0,162.0,6.0,75.0,153.0,6.0
144.0,72.0,101.0,89.0,0.0,27.0,52.0,63.0,128.0,128.0,84.0,41.0,119.0,95.0
118.0,46.0,75.0,62.0,27.0,0.0,26.0,37.0,102.0,102.0,57.0,15.0,93.0,68.0
114.0,48.0,71.0,86.0,52.0,26.0,0.0,33.0,98.0,98.0,81.0,17.0,89.0,92.0
81.0,25.0,38.0,97.0,63.0,37.0,33.0,0.0,65.0,65.0,92.0,22.0,56.0,103.0
16.0,86.0,31.0,162.0,128.0,102.0,98.0,65.0,0.0,0.0,157.0,87.0,34.0,168.0
16.0,86.0,31.0,162.0,128.0,102.0,98.0,65.0,0.0,0.0,157.0,87.0,34.0,168.0
173.0,101.0,130.0,6.0,84.0,57.0,81.0,92.0,157.0,157.0,0.0,70.0,148.0,12.0
103.0,31.0,60.0,75.0,41.0,15.0,17.0,22.0,87.0,87.0,70.0,0.0,78.0,81.0
50.0,77.0,22.0,153.0,119.0,93.0,89.0,56.0,34.0,34.0,148.0,78.0,0.0,159.0
184.0,112.0,141.0,6.0,95.0,68.0,92.0,103.0,168.0,168.0,12.0,81.0,159.0,0.0
