XCOORD.,YCOORD.,EST,TWL,DUR
92,92,0,16000,0
11,22,0,16000,0
11,60,0,16000,0
49,3,0,16000,0
94,71,0,16000,0
56,32,384,263,31
77,2,339,1547,39
15,2,394,165,27
27,7,384,812,35
42,41,270,530,20
22,61,141,452,21
92,16,198,1120,37
75,86,275,1109,35
27,7,240,1263,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,144.0,89.0,101.0,56.0,72.0,102.0,131.0,119.0,135.0,88.0,115.0,17.0,119.0
144.0,0.0,178.0,47.0,111.0,72.0,75.0,62.0,50.0,31.0,177.0,91.0,127.0,50.0
89.0,178.0,0.0,135.0,91.0,106.0,136.0,165.0,153.0,169.0,11.0,149.0,72.0,153.0
101.0,47.0,135.0,0.0,68.0,29.0,28.0,34.0,22.0,38.0,134.0,44.0,84.0,22.0
56.0,111.0,91.0,68.0,0.0,39.0,69.0,98.0,86.0,102.0,90.0,82.0,39.0,86.0
72.0,72.0,106.0,29.0,39.0,0.0,30.0,59.0,47.0,63.0,105.0,43.0,55.0,47.0
102.0,75.0,136.0,28.0,69.0,30.0,0.0,62.0,50.0,66.0,135.0,16.0,85.0,50.0
131.0,62.0,165.0,34.0,98.0,59.0,62.0,0.0,12.0,53.0,164.0,78.0,114.0,12.0
119.0,50.0,153.0,22.0,86.0,47.0,50.0,12.0,0.0,41.0,152.0,66.0,102.0,0.0
135.0,31.0,169.0,38.0,102.0,63.0,66.0,53.0,41.0,0.0,168.0,82.0,118.0,41.0
88.0,177.0,11.0,134.0,90.0,105.0,135.0,164.0,152.0,168.0,0.0,148.0,71.0,152.0
115.0,91.0,149.0,44.0,82.0,43.0,16.0,78.0,66.0,82.0,148.0,0.0,98.0,66.0
17.0,127.0,72.0,84.0,39.0,55.0,85.0,114.0,102.0,118.0,71.0,98.0,0.0,102.0
119.0,50.0,153.0,22.0,86.0,47.0,50.0,12.0,0.0,41.0,152.0,66.0,102.0,0.0
