XCOORD.,YCOORD.,EST,TWL,DUR
44,56,0,16000,0
49,3,0,16000,0
11,60,0,16000,0
53,94,0,16000,0
92,92,0,16000,0
51,92,234,548,38
78,38,104,622,31
9,54,264,662,38
52,55,271,193,37
50,71,258,969,38
50,71,25,119,23
71,96,111,815,38
56,32,295,918,26
42,41,41,1059,22
59,63,307,1066,37
84,55,116,1566,30
21,53,238,245,38
78,38,165,283,28
9,54,166,552,25
77,2,197,172,36
15,2,61,855,26
12,66,323,327,35
76,22,379,922,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,69.0,82.0,38.0,48.0,36.0,34.0,88.0,8.0,15.0,15.0,40.0,40.0,103.0,15.0,40.0,89.0,34.0,88.0,70.0,99.0,77.0,66.0
69.0,0.0,135.0,91.0,101.0,89.0,47.0,141.0,61.0,68.0,68.0,93.0,29.0,38.0,60.0,53.0,142.0,47.0,141.0,28.0,34.0,130.0,27.0
82.0,135.0,0.0,50.0,89.0,48.0,100.0,6.0,83.0,75.0,75.0,70.0,106.0,169.0,75.0,83.0,10.0,100.0,6.0,136.0,165.0,6.0,132.0
38.0,91.0,50.0,0.0,39.0,2.0,56.0,56.0,39.0,31.0,31.0,20.0,62.0,125.0,31.0,39.0,57.0,56.0,56.0,92.0,121.0,45.0,88.0
48.0,101.0,89.0,39.0,0.0,41.0,66.0,95.0,49.0,42.0,42.0,21.0,72.0,135.0,41.0,49.0,96.0,66.0,95.0,102.0,131.0,84.0,98.0
36.0,89.0,48.0,2.0,41.0,0.0,54.0,54.0,37.0,29.0,29.0,22.0,60.0,123.0,29.0,37.0,55.0,54.0,54.0,90.0,119.0,43.0,86.0
34.0,47.0,100.0,56.0,66.0,54.0,0.0,106.0,26.0,33.0,33.0,58.0,22.0,81.0,25.0,18.0,107.0,0.0,106.0,48.0,77.0,95.0,44.0
88.0,141.0,6.0,56.0,95.0,54.0,106.0,0.0,89.0,81.0,81.0,76.0,112.0,175.0,81.0,89.0,12.0,106.0,0.0,142.0,171.0,12.0,138.0
8.0,61.0,83.0,39.0,49.0,37.0,26.0,89.0,0.0,16.0,16.0,41.0,32.0,95.0,8.0,32.0,90.0,26.0,89.0,62.0,91.0,78.0,58.0
15.0,68.0,75.0,31.0,42.0,29.0,33.0,81.0,16.0,0.0,0.0,33.0,39.0,102.0,9.0,34.0,82.0,33.0,81.0,69.0,98.0,70.0,65.0
15.0,68.0,75.0,31.0,42.0,29.0,33.0,81.0,16.0,0.0,0.0,33.0,39.0,102.0,9.0,34.0,82.0,33.0,81.0,69.0,98.0,70.0,65.0
40.0,93.0,70.0,20.0,21.0,22.0,58.0,76.0,41.0,33.0,33.0,0.0,64.0,127.0,33.0,41.0,77.0,58.0,76.0,94.0,123.0,65.0,90.0
40.0,29.0,106.0,62.0,72.0,60.0,22.0,112.0,32.0,39.0,39.0,64.0,0.0,63.0,31.0,28.0,113.0,22.0,112.0,30.0,59.0,101.0,26.0
103.0,38.0,169.0,125.0,135.0,123.0,81.0,175.0,95.0,102.0,102.0,127.0,63.0,0.0,94.0,87.0,176.0,81.0,175.0,66.0,53.0,164.0,65.0
15.0,60.0,75.0,31.0,41.0,29.0,25.0,81.0,8.0,9.0,9.0,33.0,31.0,94.0,0.0,25.0,82.0,25.0,81.0,61.0,90.0,70.0,57.0
40.0,53.0,83.0,39.0,49.0,37.0,18.0,89.0,32.0,34.0,34.0,41.0,28.0,87.0,25.0,0.0,90.0,18.0,89.0,54.0,83.0,78.0,50.0
89.0,142.0,10.0,57.0,96.0,55.0,107.0,12.0,90.0,82.0,82.0,77.0,113.0,176.0,82.0,90.0,0.0,107.0,12.0,143.0,172.0,13.0,139.0
34.0,47.0,100.0,56.0,66.0,54.0,0.0,106.0,26.0,33.0,33.0,58.0,22.0,81.0,25.0,18.0,107.0,0.0,106.0,48.0,77.0,95.0,44.0
88.0,141.0,6.0,56.0,95.0,54.0,106.0,0.0,89.0,81.0,81.0,76.0,112.0,175.0,81.0,89.0,12.0,106.0,0.0,142.0,171.0,12.0,138.0
70.0,28.0,136.0,92.0,102.0,90.0,48.0,142.0,62.0,69.0,69.0,94.0,30.0,66.0,61.0,54.0,143.0,48.0,142.0,0.0,62.0,131.0,20.0
