XCOORD.,YCOORD.,EST,TWL,DUR
11,22,0,16000,0
11,60,0,16000,0
44,56,0,16000,0
92,92,0,16000,0
49,3,0,16000,0
90,37,0,16000,0
10,94,0,16000,0
53,94,0,16000,0
89,7,0,16000,0
94,71,0,16000,0
71,96,210,680,34
83,97,114,1020,24
97,72,94,1484,29
12,66,350,701,28
71,96,387,618,28
88,29,297,190,27
83,97,293,1501,28
15,2,352,382,20
10,84,462,898,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,178.0,112.0,144.0,47.0,102.0,171.0,134.0,87.0,111.0,136.0,137.0,112.0,173.0,136.0,104.0,137.0,62.0,171.0
178.0,0.0,82.0,89.0,135.0,106.0,34.0,50.0,145.0,91.0,70.0,80.0,94.0,6.0,70.0,109.0,80.0,165.0,31.0
112.0,82.0,0.0,48.0,69.0,46.0,75.0,38.0,79.0,50.0,40.0,41.0,53.0,77.0,40.0,48.0,41.0,99.0,75.0
144.0,89.0,48.0,0.0,101.0,72.0,82.0,39.0,111.0,56.0,21.0,9.0,59.0,84.0,21.0,75.0,9.0,131.0,82.0
47.0,135.0,69.0,101.0,0.0,59.0,128.0,91.0,40.0,68.0,93.0,94.0,69.0,130.0,93.0,61.0,94.0,34.0,128.0
102.0,106.0,46.0,72.0,59.0,0.0,99.0,62.0,69.0,39.0,64.0,65.0,40.0,101.0,64.0,8.0,65.0,89.0,99.0
171.0,34.0,75.0,82.0,128.0,99.0,0.0,43.0,138.0,84.0,63.0,73.0,87.0,29.0,63.0,102.0,73.0,158.0,10.0
134.0,50.0,38.0,39.0,91.0,62.0,43.0,0.0,101.0,46.0,20.0,30.0,49.0,45.0,20.0,65.0,30.0,121.0,43.0
87.0,145.0,79.0,111.0,40.0,69.0,138.0,101.0,0.0,78.0,103.0,104.0,79.0,140.0,103.0,71.0,104.0,74.0,138.0
111.0,91.0,50.0,56.0,68.0,39.0,84.0,46.0,78.0,0.0,48.0,49.0,3.0,86.0,48.0,42.0,49.0,98.0,84.0
136.0,70.0,40.0,21.0,93.0,64.0,63.0,20.0,103.0,48.0,0.0,12.0,51.0,65.0,0.0,67.0,12.0,123.0,63.0
137.0,80.0,41.0,9.0,94.0,65.0,73.0,30.0,104.0,49.0,12.0,0.0,52.0,75.0,12.0,68.0,0.0,124.0,73.0
112.0,94.0,53.0,59.0,69.0,40.0,87.0,49.0,79.0,3.0,51.0,52.0,0.0,89.0,51.0,43.0,52.0,99.0,87.0
173.0,6.0,77.0,84.0,130.0,101.0,29.0,45.0,140.0,86.0,65.0,75.0,89.0,0.0,65.0,104.0,75.0,160.0,26.0
136.0,70.0,40.0,21.0,93.0,64.0,63.0,20.0,103.0,48.0,0.0,12.0,51.0,65.0,0.0,67.0,12.0,123.0,63.0
104.0,109.0,48.0,75.0,61.0,8.0,102.0,65.0,71.0,42.0,67.0,68.0,43.0,104.0,67.0,0.0,68.0,91.0,102.0
137.0,80.0,41.0,9.0,94.0,65.0,73.0,30.0,104.0,49.0,12.0,0.0,52.0,75.0,12.0,68.0,0.0,124.0,73.0
62.0,165.0,99.0,131.0,34.0,89.0,158.0,121.0,74.0,98.0,123.0,124.0,99.0,160.0,123.0,91.0,124.0,0.0,158.0
171.0,31.0,75.0,82.0,128.0,99.0,10.0,43.0,138.0,84.0,63.0,73.0,87.0,26.0,63.0,102.0,73.0,158.0,0.0
