XCOORD.,YCOORD.,EST,TWL,DUR
89,7,0,16000,0
92,92,0,16000,0
90,37,0,16000,0
53,94,0,16000,0
49,3,0,16000,0
11,60,0,16000,0
94,71,0,16000,0
10,94,0,16000,0
11,22,0,16000,0
44,56,0,16000,0
56,20,219,1489,34
53,7,275,610,39
8,18,335,1527,33
20,18,309,133,32
45,85,364,153,24
21,53,326,927,39
76,22,261,564,36
88,29,202,1051,35
51,92,177,521,30
68,65,308,1370,29
20,18,449,1232,32
21,53,345,245,31
45,85,498,1299,23
42,23,373,798,39
10,84,296,1449,33
78,38,294,1378,35
7,32,300,549,39
56,20,492,1235,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,111.0,69.0,101.0,40.0,145.0,78.0,138.0,87.0,79.0,33.0,36.0,90.0,78.0,103.0,152.0,29.0,71.0,99.0,72.0,78.0,152.0,103.0,60.0,138.0,57.0,91.0,33.0
111.0,0.0,72.0,39.0,101.0,89.0,56.0,82.0,144.0,48.0,84.0,97.0,147.0,135.0,47.0,96.0,98.0,75.0,41.0,39.0,135.0,96.0,47.0,117.0,82.0,66.0,148.0,84.0
69.0,72.0,0.0,62.0,59.0,106.0,39.0,99.0,102.0,46.0,42.0,55.0,105.0,93.0,64.0,113.0,56.0,8.0,60.0,33.0,93.0,113.0,64.0,75.0,99.0,12.0,106.0,42.0
101.0,39.0,62.0,0.0,91.0,50.0,46.0,43.0,134.0,38.0,74.0,87.0,137.0,125.0,9.0,57.0,88.0,65.0,2.0,29.0,125.0,57.0,9.0,107.0,43.0,56.0,138.0,74.0
40.0,101.0,59.0,91.0,0.0,135.0,68.0,128.0,47.0,69.0,17.0,4.0,50.0,38.0,93.0,142.0,27.0,61.0,89.0,62.0,38.0,142.0,93.0,20.0,128.0,47.0,51.0,17.0
145.0,89.0,106.0,50.0,135.0,0.0,91.0,34.0,178.0,82.0,118.0,131.0,181.0,169.0,43.0,10.0,132.0,109.0,48.0,73.0,169.0,10.0,43.0,151.0,31.0,100.0,182.0,118.0
78.0,56.0,39.0,46.0,68.0,91.0,0.0,84.0,111.0,50.0,51.0,64.0,114.0,102.0,49.0,98.0,65.0,42.0,44.0,26.0,102.0,98.0,49.0,84.0,84.0,33.0,115.0,51.0
138.0,82.0,99.0,43.0,128.0,34.0,84.0,0.0,171.0,75.0,111.0,124.0,174.0,162.0,36.0,41.0,125.0,102.0,41.0,66.0,162.0,41.0,36.0,144.0,10.0,93.0,175.0,111.0
87.0,144.0,102.0,134.0,47.0,178.0,111.0,171.0,0.0,112.0,60.0,51.0,4.0,9.0,136.0,185.0,74.0,104.0,132.0,105.0,9.0,185.0,136.0,31.0,171.0,90.0,10.0,60.0
