XCOORD.,YCOORD.,EST,TWL,DUR
10,94,0,16000,0
11,22,0,16000,0
44,56,0,16000,0
53,94,0,16000,0
89,7,0,16000,0
59,63,371,1318,39
53,43,119,1562,20
30,75,392,325,39
51,92,105,550,21
88,29,88,1599,21
76,22,267,657,38
76,22,146,1375,34
38,14,142,1273,26
8,96,453,1356,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.0,171.0,75.0,43.0,138.0,68.0,100.0,20.0,41.0,102.0,125.0,125.0,135.0,2.0
171.0,0.0,112.0,134.0,87.0,103.0,83.0,163.0,132.0,104.0,74.0,74.0,36.0,173.0
75.0,112.0,0.0,38.0,79.0,15.0,41.0,67.0,36.0,48.0,66.0,66.0,76.0,77.0
43.0,134.0,38.0,0.0,101.0,31.0,63.0,35.0,2.0,65.0,88.0,88.0,98.0,45.0
138.0,87.0,79.0,101.0,0.0,70.0,50.0,130.0,99.0,71.0,29.0,29.0,51.0,140.0
68.0,103.0,15.0,31.0,70.0,0.0,32.0,60.0,29.0,34.0,57.0,57.0,67.0,70.0
100.0,83.0,41.0,63.0,50.0,32.0,0.0,92.0,61.0,39.0,37.0,37.0,47.0,102.0
20.0,163.0,67.0,35.0,130.0,60.0,92.0,0.0,33.0,94.0,117.0,117.0,127.0,22.0
41.0,132.0,36.0,2.0,99.0,29.0,61.0,33.0,0.0,63.0,86.0,86.0,96.0,43.0
102.0,104.0,48.0,65.0,71.0,34.0,39.0,94.0,63.0,0.0,58.0,58.0,68.0,104.0
125.0,74.0,66.0,88.0,29.0,57.0,37.0,117.0,86.0,58.0,0.0,0.0,38.0,127.0
125.0,74.0,66.0,88.0,29.0,57.0,37.0,117.0,86.0,58.0,0.0,0.0,38.0,127.0
135.0,36.0,76.0,98.0,51.0,67.0,47.0,127.0,96.0,68.0,38.0,38.0,0.0,137.0
2.0,173.0,77.0,45.0,140.0,70.0,102.0,22.0,43.0,104.0,127.0,127.0,137.0,0.0
