XCOORD.,YCOORD.,EST,TWL,DUR
10,94,0,16000,0
49,3,0,16000,0
11,22,0,16000,0
92,92,0,16000,0
90,37,0,16000,0
22,61,29,687,34
53,7,241,1476,24
75,86,342,927,24
39,2,383,1376,25
71,50,328,580,26
37,33,126,161,20
10,84,328,1440,26
66,17,404,1229,25
76,22,159,663,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,128.0,171.0,82.0,99.0,33.0,124.0,65.0,134.0,81.0,154.0,10.0,115.0,125.0
128.0,0.0,47.0,101.0,59.0,134.0,4.0,84.0,10.0,47.0,30.0,128.0,17.0,27.0
171.0,47.0,0.0,144.0,102.0,177.0,51.0,127.0,48.0,90.0,26.0,171.0,64.0,74.0
82.0,101.0,144.0,0.0,72.0,88.0,97.0,17.0,107.0,54.0,127.0,82.0,88.0,98.0
99.0,59.0,102.0,72.0,0.0,105.0,55.0,55.0,65.0,19.0,85.0,99.0,46.0,56.0
33.0,134.0,177.0,88.0,105.0,0.0,130.0,71.0,140.0,87.0,160.0,30.0,121.0,131.0
124.0,4.0,51.0,97.0,55.0,130.0,0.0,80.0,14.0,43.0,34.0,124.0,13.0,23.0
65.0,84.0,127.0,17.0,55.0,71.0,80.0,0.0,90.0,37.0,110.0,65.0,71.0,81.0
134.0,10.0,48.0,107.0,65.0,140.0,14.0,90.0,0.0,53.0,31.0,134.0,27.0,37.0
81.0,47.0,90.0,54.0,19.0,87.0,43.0,37.0,53.0,0.0,73.0,81.0,34.0,44.0
154.0,30.0,26.0,127.0,85.0,160.0,34.0,110.0,31.0,73.0,0.0,154.0,47.0,57.0
10.0,128.0,171.0,82.0,99.0,30.0,124.0,65.0,134.0,81.0,154.0,0.0,115.0,125.0
115.0,17.0,64.0,88.0,46.0,121.0,13.0,71.0,27.0,34.0,47.0,115.0,0.0,10.0
125.0,27.0,74.0,98.0,56.0,131.0,23.0,81.0,37.0,44.0,57.0,125.0,10.0,0.0
